date,open,high,low,close,adj_close,volume,daily_return,sma_20,sma_50,sma_200,vol_30d_ann,drawdown,weekday,month,month_lbl,year,vol_ma20,vol_spike,extreme_ret
2012-07-10,32.43000031,32.47999954,31.15999985,31.46999931,31.35024452,14269500,-0.02175940224919415,30.9537596705,,,0.5524961047036752,-0.17682436463201012,Tuesday,7,Jul,2012,23518350.0,False,False
2012-07-11,31.47999954,31.55999947,30.54999924,30.96999931,30.85214806,13030300,-0.01588812041584675,31.1315804485,,,0.4743021850163113,-0.18990307825012787,Wednesday,7,Jul,2012,23379025.0,False,False
2012-07-12,30.70000076,31.39999962,30.60000038,30.80999947,30.69275475,11300700,-0.005166360205779541,31.307906723499997,,,0.46887646298132907,-0.19408833074948095,Thursday,7,Jul,2012,23088920.0,False,False
2012-07-13,31.04000092,31.06999969,30.55999947,30.71999931,30.60309792,8108300,-0.002921107301390058,31.428944302500003,,,0.4477549761897095,-0.1964424852108041,Friday,7,Jul,2012,22651585.0,False,False
2012-07-16,30.5,30.5,28.20999908,28.25,28.14249802,24672100,-0.08040362143833568,31.341279221499995,,,0.4711696976202336,-0.26105141943384436,Monday,7,Jul,2012,21707000.0,False,True
2012-07-17,28.47999954,28.59000015,27.14999962,28.09000015,27.98310852,30438600,-0.005663658566724572,31.175910950499997,,,0.4626762757048383,-0.2652365718925369,Tuesday,7,Jul,2012,21079985.0,False,False
2012-07-18,28.30999947,29.29000092,28.14999962,29.11000061,28.99922562,16841800,0.03631180214570384,31.0364437115,,,0.45691054138521864,-0.23855598766719954,Wednesday,7,Jul,2012,20379625.0,False,False
2012-07-19,29.40999985,29.5,28.62999916,29.0,28.88964272,13685100,-0.0037788215946160664,30.906938267999998,,,0.44719222443829987,-0.24143334874409383,Thursday,7,Jul,2012,20286200.0,False,False
2012-07-20,29.0,29.46999931,28.71999931,28.76000023,28.65055656,11869100,-0.008275843433483754,30.753524304499997,,,0.44382477188655467,-0.2477111275837497,Friday,7,Jul,2012,19785890.0,False,False
2012-07-23,28.12000084,29.0,28.01000023,28.75,28.64059448,12390700,-0.0003477098247336441,30.5393422135,,,0.43663414763294145,-0.2479727058157266,Monday,7,Jul,2012,16663725.0,False,False
2012-07-24,28.81999969,29.45000076,28.10000038,28.45000076,28.34173775,11539800,-0.010434725096530206,30.359529019499995,,,0.43792046368551646,-0.2558199038956269,Tuesday,7,Jul,2012,16023070.0,False,False
2012-07-25,28.38999939,29.48999977,28.07999992,29.34000015,29.22834969,17230200,0.03128290677941936,30.172244454500003,,,0.4447120006837491,-0.23253978732209446,Wednesday,7,Jul,2012,15641645.0,False,False
2012-07-26,27.75,28.22999954,26.72999954,26.85000038,26.74782562,64597400,-0.08486705873950429,29.904268074999997,,,0.5118692698203771,-0.29767187827166275,Thursday,7,Jul,2012,17443115.0,True,True
2012-07-27,23.19000053,24.54000092,22.28000069,23.70999908,23.61977386,123102300,-0.11694602037711366,29.5232235915,,,0.6014797574608938,-0.37980635710672483,Friday,7,Jul,2012,22712565.0,True,True
2012-07-30,24.0,24.04000092,23.03000069,23.14999962,23.061903,29285900,-0.0236188061455046,29.127236081,29.7254509736,,0.5699843247572556,-0.3944545905308954,Monday,7,Jul,2012,23200515.0,False,False
2012-07-31,23.37000084,23.37000084,21.61000061,21.70999908,21.62738419,56179400,-0.062202967812326704,28.675959874000007,29.396308365,,0.5666493252231312,-0.43212131214500427,Tuesday,7,Jul,2012,25303385.0,True,True
2012-08-01,21.5,21.57999992,20.84000015,20.87999916,20.80054283,44604400,-0.038231223560652006,28.161923314,29.134309196599997,,0.5655355225226671,-0.4538320092157183,Wednesday,8,Aug,2012,27095425.0,False,False
2012-08-02,20.77000046,20.84000015,19.81999969,20.04000092,19.9637413,56374500,-0.04022979288757356,27.592598153,28.915943374799998,,0.5706999649546696,-0.4758042343667921,Thursday,8,Aug,2012,29412545.0,False,False
2012-08-03,20.36000061,22.15999985,19.89999962,21.09000015,21.00974655,80647000,0.05239525168561476,27.062622833999995,28.6985737612,,0.5997462355408298,-0.44833886529390676,Friday,8,Aug,2012,32897615.0,True,True
2012-08-06,21.38999939,22.14999962,21.29999924,21.92000008,21.836586,27778900,0.03935504162471681,26.552073098,28.4772193148,,0.6007560421313209,-0.4266282183748099,Monday,8,Aug,2012,33397300.0,False,False
2012-08-07,22.20000076,22.45000076,20.5,20.71999931,20.64115143,36782900,-0.05474457270930533,26.0166184435,28.2542709354,,0.6110869777472643,-0.4580172115634541,Tuesday,8,Aug,2012,34522970.0,False,True
2012-08-08,20.70999908,21.14999962,20.21999931,20.71999931,20.64115143,29537400,0.0,25.506068612,28.092488899600003,,0.596868979414207,-0.4580172115634541,Wednesday,8,Aug,2012,35348325.0,False,False
2012-08-09,20.75,21.17000008,20.61000061,21.01000023,20.93004799,15610700,0.01399614556289297,25.017933274,27.949435349,,0.6015246388353507,-0.4504315415639135,Thursday,8,Aug,2012,35563825.0,False,False
2012-08-10,21.40999985,21.81999969,21.12999916,21.80999947,21.727005,25794700,0.03807717069644423,24.574128628,27.794228249000003,,0.6181218050783077,-0.42950552956266086,Friday,8,Aug,2012,36448145.0,False,False
2012-08-13,22.14999962,22.45000076,21.39999962,21.60000038,21.51780319,24973100,-0.009628653834249157,24.2428938865,27.6722940068,,0.6180778669856273,-0.4349986233328553,Monday,8,Aug,2012,36463195.0,False,False
2012-08-14,21.40999985,21.60000038,20.25,20.37999916,20.30244255,39308800,-0.05648163194302369,23.858860588000002,27.5423901754,,0.6317682267635919,-0.46691082313707066,Tuesday,8,Aug,2012,36906705.0,False,True
2012-08-15,20.63999939,21.40999985,20.39999962,21.20000076,21.11932755,47861100,0.04023579911570807,23.4648656845,27.449345627400003,,0.645883574352651,-0.4454615541060557,Wednesday,8,Aug,2012,38457670.0,False,False
2012-08-16,20.44000053,20.47999954,19.69000053,19.87000084,19.79438782,157565300,-0.06273588620959669,23.010102939499998,27.311073876000002,,0.6590795590501312,-0.4802510149465048,Thursday,8,Aug,2012,45651680.0,True,True
2012-08-17,20.01000023,20.07999992,19.0,19.04999924,18.97750664,129293400,-0.04126832248758072,22.5264504435,27.166426430399998,,0.6599451331923731,-0.5017001836742851,Friday,8,Aug,2012,51522895.0,True,False
2012-08-20,19.04999924,20.12999916,18.75,20.01000023,19.93385315,101186600,0.050393685964216894,22.091113377,27.025166054399996,,0.6824193642466355,-0.47658901921434016,Monday,8,Aug,2012,55962690.0,False,True
2012-08-21,19.57999992,19.97999954,19.09000015,19.15999985,19.08708763,70640600,-0.04247876783420579,21.628380870999997,26.8687635046,,0.6868869520804742,-0.49882287274900816,Tuesday,8,Aug,2012,58917730.0,False,False
2012-08-22,19.36000061,19.53000069,18.95999908,19.44000053,19.36602211,49892200,0.014613778980172354,21.135264491999997,26.7101692968,,0.6923944270963549,-0.4914987809814445,Wednesday,8,Aug,2012,60550830.0,False,False
2012-08-23,19.5,19.72999954,19.36000061,19.44000053,19.36602211,32813700,0.0,20.766174316500003,26.554165154000003,,0.6931584211646188,-0.4914987809814445,Thursday,8,Aug,2012,58961645.0,False,False
2012-08-24,19.52000046,19.68000031,19.25,19.40999985,19.33613777,29622200,-0.0015431325974045729,20.551992512,26.3772409826,,0.6933662309489287,-0.49228346578833204,Friday,8,Aug,2012,54287640.0,False,False
2012-08-27,19.48999977,19.53000069,19.10000038,19.14999962,19.07712746,20704000,-0.013395141939971822,20.352753735,26.160867539,,0.6643967592793908,-0.4990844008293679,Monday,8,Aug,2012,53858545.0,False,False
2012-08-28,19.10000038,19.37999916,18.95000076,19.34000015,19.2664032,25417000,0.009921605881014539,20.2347046855,25.9203861242,,0.6672192989118243,-0.49411451367474457,Tuesday,8,Aug,2012,52320425.0,False,False
2012-08-29,19.31999969,19.37999916,19.06999969,19.10000038,19.02731895,16124700,-0.012409386823171942,20.146043491500002,25.665161095200002,,0.6516498220901531,-0.5003922423627831,Wednesday,8,Aug,2012,50896440.0,False,False
2012-08-30,19.27000046,19.45000076,19.05999947,19.09000015,19.01735497,30647500,-0.0005236670508432795,20.098724174999997,25.4159131628,,0.6521230502585037,-0.5006538704838035,Thursday,8,Aug,2012,49610090.0,False,False
2012-08-31,18.68000031,18.70000076,18.03000069,18.05999947,17.99127579,58764200,-0.05395488392674197,19.947800637,25.141361962,,0.6626001061946377,-0.5275960329411178,Friday,8,Aug,2012,48515950.0,False,True
2012-09-04,18.07999992,18.27000046,17.54999924,17.72999954,17.6625309,46622400,-0.018272461266072293,19.739097882,24.836127853999997,,0.6613025544829549,-0.5362280161311401,Tuesday,9,Sep,2012,49458125.0,False,False
2012-09-05,18.27000046,18.75,18.18000031,18.57999992,18.50929642,60781800,0.04794134684288065,19.6325051315,24.5675537498,,0.6860779237621719,-0.5139941625964721,Wednesday,9,Sep,2012,50658070.0,False,False
2012-09-06,18.73999977,19.26000023,18.71999931,18.95999908,18.88784981,46066500,0.02045206805327071,19.5448400505,24.285829926199998,,0.680675720579959,-0.5040543381356084,Thursday,9,Sep,2012,51484525.0,False,False
2012-09-07,19.10000038,19.42000008,18.78000069,18.97999954,18.90777206,36371700,0.001054765375646527,19.443726253999998,24.021838303200003,,0.6471634144443986,-0.5035312318232716,Friday,9,Sep,2012,52522575.0,False,False
2012-09-10,19.05999947,19.20000076,18.54999924,18.80999947,18.73841858,24797800,-0.008956818363506258,19.294296933000002,23.771793404200004,,0.5633205671065041,-0.5079780124029843,Monday,9,Sep,2012,52472730.0,False,False
2012-09-11,18.92000008,19.57999992,18.85000038,19.43000031,19.35606194,50508200,0.03296133861900308,19.1862098705,23.5392815788,,0.5726716539491479,-0.49176030906180423,Tuesday,9,Sep,2012,53749485.0,False,False
2012-09-12,20.76000023,21.15999985,20.28000069,20.93000031,20.85035324,121584000,0.0772001714311521,19.213605405,23.343230477000002,,0.5941899207539174,-0.45252411779325963,Wednesday,9,Sep,2012,57863245.0,True,True
2012-09-13,20.95999908,21.47999954,20.61000061,20.70999908,20.63118744,65041600,-0.010511371077375542,19.1891983995,23.1342287452,,0.5842595506838052,-0.4582788399470482,Thursday,9,Sep,2012,58722270.0,False,False
2012-09-14,21.12999916,22.07999992,20.89999962,22.0,21.91627884,72819800,0.06228877536677535,19.295292950500002,22.945549431600003,,0.5977335261925006,-0.4245356922970809,Friday,9,Sep,2012,54484995.0,False,True
2012-09-17,22.67000008,22.75,21.5,21.52000046,21.43810844,50667600,-0.021818046918041456,19.418323040500002,22.742126541799998,,0.5838420790493691,-0.43709119956220144,Monday,9,Sep,2012,50553705.0,False,False
2012-09-18,21.60000038,21.97999954,21.37000084,21.87000084,21.7867775,36760500,0.016263984342454352,19.510969258,22.536910477399996,,0.5745336998754903,-0.4279360596456513,Tuesday,9,Sep,2012,47332400.0,False,False
2012-09-19,21.98999977,23.37000084,21.77000046,23.29000092,23.20137405,78782800,0.0649291319012184,19.716683579,22.373933068,,0.5791161380476554,-0.390792444606453,Wednesday,9,Sep,2012,47739510.0,False,True
2012-09-20,23.02000046,23.23999977,22.54000092,22.59000015,22.50403595,57248900,-0.03005589662479491,19.873584271000002,22.2069708258,,0.5876545000764385,-0.4091027239144055,Thursday,9,Sep,2012,48107345.0,False,False
2012-09-21,22.96999931,23.23999977,22.60000038,22.86000061,22.77300835,51218100,0.011952184959071799,20.043933583,22.048575897800003,,0.5873683583077964,-0.40204021037881876,Friday,9,Sep,2012,49027565.0,False,False
2012-09-24,21.78000069,21.97999954,20.36000061,20.79000092,20.710886,79106500,-0.09055116119517881,20.1126709945,21.850731659400005,,0.6376751726434123,-0.45618616367704157,Monday,9,Sep,2012,51501780.0,False,True
2012-09-25,21.20000076,21.20999908,20.21999931,20.28000069,20.20282745,46291700,-0.024530990610445058,20.168955994,21.691938247999996,,0.6409199617051681,-0.4695264557897101,Tuesday,9,Sep,2012,52781165.0,False,False
2012-09-26,20.14999962,20.78000069,19.79999924,20.62000084,20.54153252,38271900,0.01676523104690486,20.23271246,21.543106728,,0.6209766387780448,-0.46063294425675416,Wednesday,9,Sep,2012,53423910.0,False,False
2012-09-27,20.98999977,21.0,20.15999985,20.31999969,20.24267387,30215900,-0.014548994808883942,20.293480206,21.367975692999998,,0.6112218839255777,-0.4684801927508456,Thursday,9,Sep,2012,54128470.0,False,False
2012-09-28,20.56999969,21.95000076,20.5,21.65999985,21.57757568,65486000,0.06594493487238107,20.4214912415,21.221734352200002,,0.6115030757002646,-0.4334291536784197,Friday,9,Sep,2012,55870395.0,False,True
2012-10-01,22.07999992,22.59000015,21.72999954,21.98999977,21.90632057,51262700,0.015235487752440546,20.6172434805,21.0868496324,,0.5972423393837731,-0.4247971704883974,Monday,10,Oct,2012,55495320.0,False,False
2012-10-02,22.07999992,22.48999977,21.81999969,22.27000046,22.18525505,29341400,0.01273305935192015,20.843379688,20.957742843800002,,0.582421588613672,-0.4174730787208337,Tuesday,10,Oct,2012,54631270.0,False,False
2012-10-03,22.29999924,22.48999977,21.79999924,21.82999992,21.74692917,32000100,-0.019757531703472497,21.0052613255,20.8258466722,,0.5701838763976671,-0.42898237283613305,Wednesday,10,Oct,2012,53192185.0,False,False
2012-10-04,22.31999969,22.39999962,21.40999985,21.95000076,21.86647224,46892100,0.005497009212910298,21.154192447000003,20.678609123199998,,0.5694572560106461,-0.42584348367887903,Thursday,10,Oct,2012,53233465.0,False,False
2012-10-05,21.48999977,21.62999916,20.87999916,20.90999985,20.83043098,40529300,-0.04738035695144216,21.250325393,20.560261230400002,,0.5890585496313341,-0.45304722436817024,Friday,10,Oct,2012,53441345.0,False,False
2012-10-08,20.39999962,20.75,20.15999985,20.39999962,20.32236862,32236700,-0.024390391177590565,21.329522895,20.4943131256,,0.5943210314824071,-0.4663876165214995,Monday,10,Oct,2012,53813290.0,False,False
2012-10-09,20.38999939,20.54999924,19.96999931,20.22999954,20.15301514,27161800,-0.008333353417934286,21.369370555,20.436135368400002,,0.593337024216234,-0.4708343971012121,Tuesday,10,Oct,2012,52645970.0,False,False
2012-10-10,19.93000031,19.94000053,19.45000076,19.63999939,19.56526184,39321800,-0.02916453423554566,21.305115985,20.3948929214,,0.599869654813094,-0.48626726544322696,Wednesday,10,Oct,2012,48532860.0,False,False
2012-10-11,19.87999916,19.95999908,19.61000061,19.75,19.67484093,21817300,0.00560069632065785,21.2572986595,20.3723788834,,0.5985882173657283,-0.4833900044069933,Thursday,10,Oct,2012,46371645.0,False,False
2012-10-12,19.75,19.79999924,19.47999954,19.52000046,19.44571877,18809400,-0.011645439005844027,21.133770656,20.3620184328,,0.5998303675809099,-0.4894061546004811,Friday,10,Oct,2012,43671125.0,False,False
2012-10-15,19.68000031,19.87999916,19.48999977,19.52000046,19.44571877,20189700,0.0,21.034151172499996,20.3307378772,,0.5764669345721948,-0.4894061546004811,Monday,10,Oct,2012,42147230.0,False,False
2012-10-16,19.68000031,19.69000053,19.29999924,19.47999954,19.40587044,21834700,-0.002049208387271073,20.9151058195,20.282123566,,0.5731163343722194,-0.49045246779096274,Tuesday,10,Oct,2012,41400940.0,False,False
2012-10-17,19.5,20.47999954,19.37000084,19.87999916,19.80434608,44074500,0.020533767925124735,20.745254421,20.265387459,,0.5601184797590758,-0.47998953701776237,Wednesday,10,Oct,2012,39665525.0,False,False
2012-10-18,19.70000076,19.79000092,18.88999939,18.97999954,18.90777206,52157400,-0.04527157909573343,20.5654412265,20.230719871599998,,0.5743866407994724,-0.5035312318232716,Thursday,10,Oct,2012,39410950.0,False,False
2012-10-19,19.0,19.05999947,18.79999924,19.0,18.92769814,34835000,0.0010538565800757294,20.373175716,20.1906728746,,0.5743866354672714,-0.5030080249451266,Friday,10,Oct,2012,38591795.0,False,False
2012-10-22,19.20000076,19.43000031,19.04999924,19.31999969,19.24648094,32447300,0.01684213250032318,20.299955463,20.1410623934,,0.575496443188294,-0.4946376202496551,Monday,10,Oct,2012,36258835.0,False,False
2012-10-23,19.25,19.79999924,19.10000038,19.5,19.4257946,78381200,0.009316698494597597,20.2611038205,20.099222221599998,,0.5683087772020897,-0.4899293113270089,Tuesday,10,Oct,2012,37863310.0,True,False
2012-10-24,24.12999916,24.25,22.85000038,23.22999954,23.14159966,228949900,0.19128201118733146,20.3911071775,20.1560053638,,0.7641310667777738,-0.39236196414993196,Wednesday,10,Oct,2012,47397210.0,True,True
2012-10-25,23.29000092,23.30999947,22.46999931,22.55999947,22.4741497,76142000,-0.028841997519889695,20.502680969,20.183101806799996,,0.7690995233069264,-0.4098874588729102,Thursday,10,Oct,2012,49693515.0,False,False
2012-10-26,22.39999962,22.87999916,21.87999916,21.94000053,21.85651207,73175800,-0.027482135620018666,20.5166277885,20.224344291799998,,0.7537634137927646,-0.42610501175923876,Friday,10,Oct,2012,50078005.0,False,False
2012-10-31,20.81999969,21.5,20.72999954,21.11000061,21.02966881,99378200,-0.03783052196763437,20.4727952005,20.2653875352,,0.7593718566367034,-0.44781575871899615,Wednesday,10,Oct,2012,52483780.0,False,False
2012-11-01,21.07999992,21.44000053,21.01000023,21.20999908,21.12928772,37713900,0.004737065091231063,20.419996834000003,20.2892962266,,0.7580135013757918,-0.44520002602569597,Thursday,11,Nov,2012,52902405.0,False,False
2012-11-02,21.26000023,21.69000053,21.06999969,21.18000031,21.09940338,38344400,-0.0014143562431456758,20.3876205445,20.329542541600002,,0.7326089063690641,-0.4459847108325836,Friday,11,Nov,2012,53219620.0,False,False
2012-11-05,21.10000038,21.47999954,20.92000008,21.25,21.16913605,31806700,0.0033049593272433953,20.352753735,20.365604820399998,,0.727948679931856,-0.4441537128352143,Monday,11,Nov,2012,52465350.0,False,False
2012-11-06,21.23999977,21.37000084,20.98999977,21.17000008,21.08943939,29062700,-0.003764757324614565,20.3657041555,20.400073166,,0.7269281883068892,-0.44624633921617773,Tuesday,11,Nov,2012,51892020.0,False,False
2012-11-07,20.85000038,20.95000076,20.37000084,20.46999931,20.39210129,33396800,-0.03306574855330946,20.369190788999997,20.421192436400002,,0.6836076455424736,-0.4645566185241302,Wednesday,11,Nov,2012,51950025.0,False,False
2012-11-08,20.52000046,20.72999954,19.97999954,19.98999977,19.91392899,34254600,-0.02344889784528925,20.357236481500003,20.437928467,,0.6832730358164506,-0.4771121756782941,Thursday,11,Nov,2012,52304665.0,False,False
2012-11-09,19.95999908,20.0,19.12999916,19.20999908,19.13689804,42295500,-0.039019469758589276,20.3358182915,20.4353383638,,0.6907143626537185,-0.4975149813265495,Friday,11,Nov,2012,52453350.0,False,False
2012-11-12,19.14999962,20.17000008,18.87000084,20.06999969,19.99362373,67349200,0.0447682632895503,20.351757431499998,20.4546644594,,0.7022828360240182,-0.47501959971152186,Monday,11,Nov,2012,54729945.0,False,False
2012-11-13,19.61000061,20.11000061,19.55999947,19.86000061,19.78442383,71775100,-0.01046333085113016,20.3686926845,20.4700058366,,0.6747530674944135,-0.4805126433300989,Tuesday,11,Nov,2012,57378230.0,False,False
2012-11-14,20.10000038,22.5,19.93000031,22.36000061,22.27491379,229751000,0.12588134895409775,20.5101524355,20.5556785966,,0.7690427463049126,-0.4151188741078933,Wednesday,11,Nov,2012,67856295.0,True,True
2012-11-15,22.34000015,22.5,21.64999962,22.17000008,22.08563423,78857700,-0.008497431764919905,20.644140625,20.6441406632,,0.7688354342243198,-0.420088861565751,Thursday,11,Nov,2012,70707445.0,False,False
2012-11-16,22.25,23.93000031,22.18000031,23.55999947,23.47034454,107182200,0.06269733056246496,20.827440548000002,20.743361625600002,,0.7865212102127523,-0.3837299812224836,Friday,11,Nov,2012,73862830.0,False,True
2012-11-19,23.95999908,24.12000084,22.81999969,22.92000008,22.83278084,85021300,-0.02716465022119341,21.023690987000002,20.8222602462,,0.7915347455933663,-0.40047074072438316,Monday,11,Nov,2012,75506025.0,False,False
2012-11-20,22.72999954,23.89999962,22.70000076,23.10000038,23.0120945,46655300,0.007853343018379366,21.227910805,20.904346695,,0.777312706738881,-0.39576243180173687,Tuesday,11,Nov,2012,76097040.0,False,False
2012-11-21,23.21999931,24.53000069,23.04999924,24.31999969,24.22745323,89862400,0.052813911832319205,21.476959419499998,21.014127388000002,,0.7846352642393373,-0.36385028214913884,Wednesday,11,Nov,2012,78967795.0,False,True
2012-11-23,24.57999992,24.68000031,23.87999916,24.0,23.90867043,29520900,-0.01315791622725171,21.701103211,21.105179557800003,,0.7855771931765776,-0.3722206868446102,Friday,11,Nov,2012,76524780.0,False,False
2012-11-26,24.94000053,26.09000015,24.80999947,25.94000053,25.84128761,123865000,0.08083331884381995,21.8360876085,21.2049982452,,0.8062189071136618,-0.32147520146076636,Monday,11,Nov,2012,71270535.0,False,True
2012-11-27,26.04000092,26.5,25.45999908,26.14999962,26.05048943,85760600,0.008095642258903801,22.014904594999997,21.313384285,,0.806120117322494,-0.31598210742799804,Tuesday,11,Nov,2012,71751465.0,False,False
2012-11-28,25.94000053,26.48999977,25.75,26.36000061,26.25968933,49205600,0.008030555455095678,22.235063458,21.4002524948,,0.8034222409331463,-0.31048906380942076,Wednesday,11,Nov,2012,70552955.0,False,False
2012-11-29,26.5,27.52000046,26.15999985,27.31999969,27.21603775,88759700,0.03641887792280296,22.544381905,21.515811080999995,,0.8059327294429853,-0.2853778491978586,Thursday,11,Nov,2012,70022030.0,False,False
2012-11-30,27.26000023,28.0,26.76000023,28.0,27.89345169,127049600,0.02489024839774845,22.8825901035,21.6379445648,,0.8055081021454736,-0.26759072635386005,Friday,11,Nov,2012,74488815.0,False,False
